#
[T|t]emp[|erature]\s+[|\c+\s+|\c+\s+\c+\s+]1[0|1]\d[|.\d][|F|\s+F|\s+degree|\s+degrees|\s+degree\s+F|\s+degrees\s+F])[\p|\w]	1	edu.utah.bmi.type.system.Fever_present
[T|t]emp[|erature]\s+[|\c+\s+|\c+\s+\c+\s+](1[0|1]\d[|.\d])[\p|\w]	1	edu.utah.bmi.type.system.Fever_present
[T|t]emp[|erature]\s+[|\c+\s+|\c+\s+\c+\s+]99[|.\d][|F|\s+F|\s+degree|\s+degrees|\s+degree\s+F|\s+degrees\s+F])[\p|\w]	1	edu.utah.bmi.type.system.Fever_present
[T|t]emp[|erature]\s+[|\c+\s+|\c+\s+\c+\s+]98.9[|F|\s+F|\s+degree|\s+degrees|\s+degree\s+F|\s+degrees\s+F])[\p|\w]	1	edu.utah.bmi.type.system.Fever_present
[T|t]emp[|erature]\s+[|\c+\s+|\c+\s+\c+\s+]98.[1|2|3|4|5|6|7|8][|F|\s+F|\s+degree|\s+degrees|\s+degree\s+F|\s+degrees\s+F])[\p|\w]	1	edu.utah.bmi.type.system.Fever_absent
[T|t]emp[|erature]\s+[|\c+\s+|\c+\s+\c+\s+]9[3|4|5|6|7][|.\d][|F|\s+F|\s+degree|\s+degrees|\s+degree\s+F|\s+degrees\s+F])[\p|\w]	1	edu.utah.bmi.type.system.Fever_absent


[axillary|oral|rectal]\s+temp[|erature]\s+[|\c+\s+|\c+\s+\c+\s+]1[0|1]\d[|.\d][|F|\s+F|\s+degree|\s+degrees|\s+degree\s+F|\s+degrees\s+F])[\p|\w]	1	edu.utah.bmi.type.system.Fever_present
[axillary|oral|rectal]\s+temp[|erature]\s+[|\c+\s+|\c+\s+\c+\s+]99[|.\d][|F|\s+F|\s+degree|\s+degrees|\s+degree\s+F|\s+degrees\s+F])[\p|\w]	1	edu.utah.bmi.type.system.Fever_present
[axillary|oral|rectal]\s+temp[|erature]\s+[|\c+\s+|\c+\s+\c+\s+]98.9[|F|\s+F|\s+degree|\s+degrees|\s+degree\s+F|\s+degrees\s+F])[\p|\w]	1	edu.utah.bmi.type.system.Fever_present
[axillary|oral|rectal]\s+temp[|erature]\s+[|\c+\s+|\c+\s+\c+\s+]98.[1|2|3|4|5|6|7|8][|F|\s+F|\s+degree|\s+degrees|\s+degree\s+F|\s+degrees\s+F])[\p|\w]	1	edu.utah.bmi.type.system.Fever_absent
[axillary|oral|rectal]\s+temp[|erature]\s+[|\c+\s+|\c+\s+\c+\s+]9[3|4|5|6|7][|.\d][|F|\s+F|\s+degree|\s+degrees|\s+degree\s+F|\s+degrees\s+F])[\p|\w]	1	edu.utah.bmi.type.system.Fever_absent



[T|t]emp[|erature]\s+[|\c+\s+|\c+\s+\c+\s+]4\d[|.\d][|C|\s+C|\s+degree|\s+degrees|\s+degree\s+centigrade|\s+degrees\s+centigrade])[\p|\w]	1	edu.utah.bmi.type.system.Fever_present
[T|t]emp[|erature]\s+[|\c+\s+|\c+\s+\c+\s+]3[8|9][|.\d][|C|\s+C|\s+degree|\s+degrees|\s+degree\s+centigrade|\s+degrees\s+centigrade])[\p|\w]	1	edu.utah.bmi.type.system.Fever_present
[T|t]emp[|erature]\s+[|\c+\s+|\c+\s+\c+\s+]37.[7|8|9][|C|\s+C|\s+degree|\s+degrees|\s+degree\s+centigrade|\s+degrees\s+centigrade])[\p|\w]	1	edu.utah.bmi.type.system.Fever_present
[T|t]emp[|erature]\s+[|\c+\s+|\c+\s+\c+\s+]37.[1|2|3|4|5|6][|C|\s+C|\s+degree|\s+degrees|\s+degree\s+centigrade|\s+degrees\s+centigrade])[\p|\w]	1	edu.utah.bmi.type.system.Fever_absent
[T|t]emp[|erature]\s+[|\c+\s+|\c+\s+\c+\s+]36[|.\d][|C|\s+C|\s+degree|\s+degrees|\s+degree\s+centigrade|\s+degrees\s+centigrade])[\p|\w]	1	edu.utah.bmi.type.system.Fever_absent





[hysical Exam|hysical exam|hysical examination|PE][|:|\s+:][|\s+][|\n+][|V\s+:|\s+V\s+:][|\s+](1[0|1]\d[|.\d][F|\s+F])[\p|\w]	1	edu.utah.bmi.type.system.Fever_present
[hysical Exam|hysical exam|hysical examination|PE][|:|\s+:][|\s+][|\n+][|V\s+:|\s+V\s+:][|\s+](99[|.\d][F|\s+F])[\p|\w]	1	edu.utah.bmi.type.system.Fever_present
[hysical Exam|hysical exam|hysical examination|PE][|:|\s+:][|\s+][|\n+][|V\s+:|\s+V\s+:][|\s+](98.[7|8|9][F|\s+F])[\p|\w]	1	edu.utah.bmi.type.system.Fever_present
[hysical Exam|hysical exam|hysical examination|PE][|:|\s+:][|\s+][|\n+][|V\s+:|\s+V\s+:][|\s+](98.[1|2|3|4|5|6][F|\s+F])[\p|\w]	1	edu.utah.bmi.type.system.Fever_absent
[hysical Exam|hysical exam|hysical examination|PE][|:|\s+:][|\s+][|\n+][|V\s+:|\s+V\s+:][|\s+](9[3|4|5|6|7][|.\d][F|\s+F])[\p|\w]	1	edu.utah.bmi.type.system.Fever_absent


[hysical Exam|hysical exam|hysical examination|PE][|:|\s+:][|\s+][|\n+][|V\s+:|\s+V\s+:][|\s+](1[0|1]\d[.\d])[\p|\w]	1	edu.utah.bmi.type.system.Fever_present
[hysical Exam|hysical exam|hysical examination|PE][|:|\s+:][|\s+][|\n+][|V\s+:|\s+V\s+:][|\s+](99[.\d])[\p|\w]	1	edu.utah.bmi.type.system.Fever_present
[hysical Exam|hysical exam|hysical examination|PE][|:|\s+:][|\s+][|\n+][|V\s+:|\s+V\s+:][|\s+](98.[7|8|9])[\p|\w]	1	edu.utah.bmi.type.system.Fever_present
[hysical Exam|hysical exam|hysical examination|PE][|:|\s+:][|\s+][|\n+][|V\s+:|\s+V\s+:][|\s+](98.[1|2|3|4|5|6])[\p|\w]	1	edu.utah.bmi.type.system.Fever_absent
[hysical Exam|hysical exam|hysical examination|PE][|:|\s+:][|\s+][|\n+][|V\s+:|\s+V\s+:][|\s+](9[3|4|5|6|7][.\d])[\p|\w]	1	edu.utah.bmi.type.system.Fever_absent


Vital[|s][|\s+][|:][|\s+](1[0|1]\d[|.\d][|F|\s+F|\s+degree|\s+degrees|\s+degree\s+F|\s+degrees\s+F])	1	edu.utah.bmi.type.system.Fever_present
Vital[|s][|\s+][|:][|\s+](99[|.\d][|F|\s+F|\s+degree|\s+degrees|\s+degree\s+F|\s+degrees\s+F])	1	edu.utah.bmi.type.system.Fever_present
